Airline name,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
Vistara,6 Oct,New Delhi,Hyderabad,17:35,19:50,2: 15,Non Stop,5955
IndiGo,6 Oct,New Delhi,Hyderabad,18:05,19:55,1: 50,Non Stop,6164
IndiGo,6 Oct,New Delhi,Hyderabad,09:55,12:10,2: 15,Non Stop,6164
SpiceJet,13 Oct,New Delhi,Kolkata,07:00,09:05,2: 05,Non Stop,5948
SpiceJet,13 Oct,New Delhi,Kolkata,20:50,23:00,2: 10,Non Stop,5948
IndiGo,13 Oct,New Delhi,Kolkata,06:00,08:05,2: 05,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,03:00,05:10,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,07:00,09:10,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,10:00,12:10,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,12:20,14:30,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,15:30,17:40,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,18:50,21:00,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,20:30,22:40,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,22:50,01:00,2: 10,Non Stop,5954
IndiGo,13 Oct,New Delhi,Kolkata,23:55,02:05,2: 10,Non Stop,5954
Vistara,13 Oct,New Delhi,Kolkata,06:15,08:20,2: 05,Non Stop,5955
Vistara,13 Oct,New Delhi,Kolkata,07:30,09:35,2: 05,Non Stop,5955
Vistara,13 Oct,New Delhi,Kolkata,17:30,19:35,2: 05,Non Stop,5955
Air India,13 Oct,New Delhi,Kolkata,06:50,09:00,2: 10,Non Stop,5955
Vistara,13 Oct,New Delhi,Kolkata,15:55,18:05,2: 10,Non Stop,5955
Air India,13 Oct,New Delhi,Kolkata,20:15,22:25,2: 10,Non Stop,6165
Vistara,13 Oct,New Delhi,Kolkata,20:30,22:45,2: 15,Non Stop,6165
Air India,13 Oct,New Delhi,Kolkata,16:45,19:10,2: 25,Non Stop,6165
Air Asia,29 Oct,New Delhi,Srinagar,05:55,07:25,1: 30,Non Stop,4271
Air Asia,29 Oct,New Delhi,Srinagar,11:20,12:50,1: 30,Non Stop,4271
Air Asia,29 Oct,New Delhi,Srinagar,11:35,13:05,1: 30,Non Stop,4271
Air Asia,29 Oct,New Delhi,Srinagar,14:55,16:25,1: 30,Non Stop,4271
IndiGo,29 Oct,New Delhi,Srinagar,07:10,08:45,1: 35,Non Stop,4274
IndiGo,29 Oct,New Delhi,Srinagar,12:30,14:05,1: 35,Non Stop,4274
IndiGo,29 Oct,New Delhi,Srinagar,17:55,19:30,1: 35,Non Stop,4274
Vistara,29 Oct,New Delhi,Srinagar,11:45,13:10,1: 25,Non Stop,4275
Air India,29 Oct,New Delhi,Srinagar,10:50,13:40,2: 50,1 Stop,4275
SpiceJet,29 Oct,New Delhi,Srinagar,09:20,12:15,2: 55,1 Stop,4275
IndiGo,29 Oct,New Delhi,Srinagar,09:35,12:20,2: 45,1 Stop,4379
IndiGo,29 Oct,New Delhi,Srinagar,11:55,14:45,2: 50,1 Stop,4379
Go First,29 Oct,New Delhi,Srinagar,11:50,13:20,1: 30,Non Stop,4589
Go First,29 Oct,New Delhi,Srinagar,13:45,15:15,1: 30,Non Stop,4589
SpiceJet,29 Oct,New Delhi,Srinagar,06:35,08:10,1: 35,Non Stop,4695
SpiceJet,29 Oct,New Delhi,Srinagar,07:20,09:05,1: 45,Non Stop,4695
SpiceJet,7 Oct,New Delhi,Pune,20:25,22:35,2: 10,Non Stop,5385
SpiceJet,7 Oct,New Delhi,Pune,09:25,11:20,1: 55,Non Stop,5951
SpiceJet,7 Oct,New Delhi,Pune,17:05,19:25,2: 20,Non Stop,5951
Air Asia,7 Oct,New Delhi,Pune,15:30,17:25,1: 55,Non Stop,5952
Air Asia,7 Oct,New Delhi,Pune,04:10,06:15,2: 05,Non Stop,5952
Air Asia,7 Oct,New Delhi,Pune,22:50,01:05,2: 15,Non Stop,5952
Go First,7 Oct,New Delhi,Pune,09:35,11:40,2: 05,Non Stop,5953
Go First,7 Oct,New Delhi,Pune,16:45,18:55,2: 10,Non Stop,5953
Go First,7 Oct,New Delhi,Pune,18:30,20:40,2: 10,Non Stop,5953
Go First,7 Oct,New Delhi,Pune,20:05,22:15,2: 10,Non Stop,5953
IndiGo,7 Oct,New Delhi,Pune,23:30,01:20,1: 50,Non Stop,5954
IndiGo,7 Oct,New Delhi,Pune,04:55,06:55,2: 00,Non Stop,5954
IndiGo,7 Oct,New Delhi,Pune,08:30,10:35,2: 05,Non Stop,5954
IndiGo,7 Oct,New Delhi,Pune,13:35,15:40,2: 05,Non Stop,5954
IndiGo,7 Oct,New Delhi,Pune,17:55,20:05,2: 10,Non Stop,5954
IndiGo,7 Oct,New Delhi,Pune,02:00,04:15,2: 15,Non Stop,5954
Air India,7 Oct,New Delhi,Pune,13:20,15:20,2: 00,Non Stop,5955
Vistara,7 Oct,New Delhi,Pune,14:10,16:20,2: 10,Non Stop,5955
Vistara,7 Oct,New Delhi,Pune,17:45,20:00,2: 15,Non Stop,5955
Vistara,7 Oct,New Delhi,Pune,20:50,23:05,2: 15,Non Stop,5955
SpiceJet,14 Oct,New Delhi,Patna,10:40,12:45,2: 05,Non Stop,5112
Go First,14 Oct,New Delhi,Patna,15:10,16:40,1: 30,Non Stop,5113
IndiGo,14 Oct,New Delhi,Patna,12:25,13:55,1: 30,Non Stop,5114
IndiGo,14 Oct,New Delhi,Patna,13:25,15:00,1: 35,Non Stop,5114
IndiGo,14 Oct,New Delhi,Patna,18:15,19:50,1: 35,Non Stop,5114
IndiGo,14 Oct,New Delhi,Patna,19:40,21:15,1: 35,Non Stop,5114
IndiGo,14 Oct,New Delhi,Patna,15:55,17:45,1: 50,Non Stop,5114
Vistara,14 Oct,New Delhi,Patna,18:15,19:55,1: 40,Non Stop,5325
Air India,14 Oct,New Delhi,Patna,16:45,18:35,1: 50,Non Stop,5325
Vistara,14 Oct,New Delhi,Patna,08:00,09:35,1: 35,Non Stop,5588
Air India,14 Oct,New Delhi,Patna,13:45,15:25,1: 40,Non Stop,5640
SpiceJet,28 Sep,New Delhi,Leh,05:45,07:15,1: 30,Non Stop,3668
IndiGo,28 Sep,New Delhi,Leh,11:45,13:00,1: 15,Non Stop,4274
IndiGo,28 Sep,New Delhi,Leh,10:55,12:30,1: 35,Non Stop,4274
Go First,28 Sep,New Delhi,Leh,08:40,09:55,1: 15,Non Stop,4275
Go First,28 Sep,New Delhi,Leh,09:10,10:30,1: 20,Non Stop,4275
Go First,28 Sep,New Delhi,Leh,05:30,07:00,1: 30,Non Stop,4275
Air India,28 Sep,New Delhi,Leh,06:45,08:15,1: 30,Non Stop,4275
Vistara,28 Sep,New Delhi,Leh,07:10,08:40,1: 30,Non Stop,4275
SpiceJet,28 Sep,New Delhi,Leh,10:15,11:40,1: 25,Non Stop,4431
Air Asia,20 Oct,Mumbai,Kochi,21:20,06:20,9: 00,1 Stop,3291
Air Asia,20 Oct,Mumbai,Kochi,19:00,06:20,11: 20,1 Stop,3291
Air Asia,20 Oct,Mumbai,Kochi,21:20,12:05,14: 45,1 Stop,3921
Air Asia,20 Oct,Mumbai,Kochi,22:00,06:20,8: 20,1 Stop,5077
IndiGo,20 Oct,Mumbai,Kochi,22:40,07:25,8: 45,1 Stop,5319
Air Asia,20 Oct,Mumbai,Kochi,22:00,12:05,14: 05,1 Stop,5707
IndiGo,20 Oct,Mumbai,Kochi,06:20,08:05,1: 45,Non Stop,5943
IndiGo,20 Oct,Mumbai,Kochi,11:00,12:55,1: 55,Non Stop,5943
Air India,20 Oct,Mumbai,Kochi,05:30,07:30,2: 00,Non Stop,5943
Air India,20 Oct,Mumbai,Kochi,17:10,19:15,2: 05,Non Stop,5943
SpiceJet,6 Dec,Mumbai,Jaipur,05:55,08:00,2: 05,Non Stop,5102
Vistara,6 Dec,Mumbai,Jaipur,12:25,14:30,2: 05,Non Stop,5103
Vistara,6 Dec,Mumbai,Jaipur,18:00,20:05,2: 05,Non Stop,5103
Air Asia,6 Dec,Mumbai,Jaipur,15:30,17:25,1: 55,Non Stop,5104
Go First,6 Dec,Mumbai,Jaipur,18:50,21:05,2: 15,Non Stop,5418
IndiGo,6 Dec,Mumbai,Jaipur,19:55,21:40,1: 45,Non Stop,5628
IndiGo,6 Dec,Mumbai,Jaipur,15:00,16:45,1: 45,Non Stop,5838
IndiGo,6 Dec,Mumbai,Jaipur,00:30,08:50,8: 20,1 Stop,6325
Go First,6 Dec,Mumbai,Jaipur,05:45,07:55,2: 10,Non Stop,6782
IndiGo,15 Oct,Mumbai,Dehradun,00:35,10:00,9: 25,1 Stop,5891
IndiGo,15 Oct,Mumbai,Dehradun,02:40,07:10,4: 30,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,10:10,18:25,8: 15,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,09:25,18:25,9: 00,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,08:30,18:25,9: 55,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,08:00,18:35,10: 35,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,20:35,07:10,10: 35,1 Stop,6631
IndiGo,15 Oct,Mumbai,Dehradun,07:45,18:25,10: 40,1 Stop,6631
Go First,5 Oct,Mumbai,Ahmedabad,17:30,18:40,1: 10,Non Stop,2671
Go First,5 Oct,Mumbai,Ahmedabad,18:15,19:30,1: 15,Non Stop,2671
Go First,5 Oct,Mumbai,Ahmedabad,21:00,22:20,1: 20,Non Stop,2671
IndiGo,5 Oct,Mumbai,Ahmedabad,00:35,01:45,1: 10,Non Stop,2674
IndiGo,5 Oct,Mumbai,Ahmedabad,19:00,20:20,1: 20,Non Stop,2674
IndiGo,5 Oct,Mumbai,Ahmedabad,07:50,09:15,1: 25,Non Stop,2674
Vistara,5 Oct,Mumbai,Ahmedabad,22:35,23:50,1: 15,Non Stop,2678
Vistara,5 Oct,Mumbai,Ahmedabad,20:00,21:25,1: 25,Non Stop,2678
Air India,5 Oct,Mumbai,Ahmedabad,18:35,20:00,1: 25,Non Stop,2709
IndiGo,5 Oct,Mumbai,Ahmedabad,06:25,07:40,1: 15,Non Stop,2775
IndiGo,5 Oct,Mumbai,Ahmedabad,16:40,17:55,1: 15,Non Stop,2775
Vistara,5 Oct,Mumbai,Ahmedabad,06:35,07:50,1: 15,Non Stop,3003
Go First,7 Nov,Mumbai,New Delhi,18:00,20:10,2: 10,Non Stop,5942
Go First,7 Nov,Mumbai,New Delhi,20:15,22:25,2: 10,Non Stop,5942
Go First,7 Nov,Mumbai,New Delhi,22:35,00:45,2: 10,Non Stop,5942
Go First,7 Nov,Mumbai,New Delhi,21:15,23:30,2: 15,Non Stop,5942
IndiGo,7 Nov,Mumbai,New Delhi,02:30,04:45,2: 15,Non Stop,5943
IndiGo,7 Nov,Mumbai,New Delhi,05:00,07:15,2: 15,Non Stop,5943
IndiGo,7 Nov,Mumbai,New Delhi,06:05,08:20,2: 15,Non Stop,5943
IndiGo,7 Nov,Mumbai,New Delhi,07:00,09:15,2: 15,Non Stop,5943
IndiGo,7 Nov,Mumbai,New Delhi,07:45,10:00,2: 15,Non Stop,5943
IndiGo,7 Nov,Mumbai,New Delhi,23:00,01:20,2: 20,Non Stop,5943
Air India,7 Nov,Mumbai,New Delhi,08:00,10:15,2: 15,Non Stop,6153
IndiGo,7 Nov,Mumbai,New Delhi,08:30,10:45,2: 15,Non Stop,6153
IndiGo,7 Nov,Mumbai,New Delhi,18:45,21:00,2: 15,Non Stop,6153
IndiGo,7 Nov,Mumbai,New Delhi,20:00,22:15,2: 15,Non Stop,6153
Go First,7 Nov,Mumbai,New Delhi,06:00,08:10,2: 10,Non Stop,6258
Go First,7 Nov,Mumbai,New Delhi,08:00,10:10,2: 10,Non Stop,6258
Go First,7 Nov,Mumbai,New Delhi,09:55,12:10,2: 15,Non Stop,6258
SpiceJet,7 Nov,Mumbai,New Delhi,10:15,12:30,2: 15,Non Stop,6362
IndiGo,7 Nov,Mumbai,New Delhi,09:30,11:45,2: 15,Non Stop,6363
IndiGo,7 Nov,Mumbai,New Delhi,15:45,18:00,2: 15,Non Stop,6363
SpiceJet,9 Oct,Mumbai,Varanasi,14:15,16:25,2: 10,Non Stop,6362
IndiGo,9 Oct,Mumbai,Varanasi,19:50,22:00,2: 10,Non Stop,6363
IndiGo,9 Oct,Mumbai,Varanasi,13:15,15:20,2: 05,Non Stop,6993
Vistara,9 Oct,Mumbai,Varanasi,13:20,15:35,2: 15,Non Stop,6993
Vistara,9 Oct,Mumbai,Varanasi,22:45,14:45,16: 00,1 Stop,7663
Vistara,9 Oct,Mumbai,Varanasi,21:55,14:45,16: 50,1 Stop,7663
IndiGo,9 Oct,Mumbai,Varanasi,09:15,19:30,10: 15,1 Stop,8292
Go First,9 Oct,Mumbai,Varanasi,07:55,20:55,13: 00,1 Stop,8568
Go First,9 Oct,Mumbai,Varanasi,05:50,20:55,15: 05,1 Stop,8568
IndiGo,9 Oct,Mumbai,Varanasi,12:40,19:30,6: 50,1 Stop,8592
Vistara,9 Oct,Mumbai,Varanasi,08:45,14:45,6: 00,1 Stop,8736
Air India,3 Oct,Mumbai,Bangalore,06:10,07:50,1: 40,Non Stop,2721
Go First,3 Oct,Mumbai,Bangalore,06:05,07:45,1: 40,Non Stop,2826
Go First,3 Oct,Mumbai,Bangalore,22:40,00:30,1: 50,Non Stop,2826
Air India,3 Oct,Mumbai,Bangalore,09:30,11:10,1: 40,Non Stop,3456
Air India,3 Oct,Mumbai,Bangalore,19:00,20:40,1: 40,Non Stop,3456
IndiGo,3 Oct,Mumbai,Bangalore,22:40,00:10,1: 30,Non Stop,3615
IndiGo,3 Oct,Mumbai,Bangalore,06:05,07:40,1: 35,Non Stop,3615
IndiGo,3 Oct,Mumbai,Bangalore,07:10,08:45,1: 35,Non Stop,3615
IndiGo,3 Oct,Mumbai,Bangalore,20:30,22:10,1: 40,Non Stop,3615
IndiGo,3 Oct,Mumbai,Bangalore,00:10,01:55,1: 45,Non Stop,3615
Air Asia,3 Oct,Mumbai,Bangalore,22:00,23:50,1: 50,Non Stop,3678
IndiGo,3 Oct,Mumbai,Bangalore,19:05,20:45,1: 40,Non Stop,3914
SpiceJet,28 Oct,Mumbai,Kolkata,13:50,16:35,2: 45,Non Stop,7412
SpiceJet,28 Oct,Mumbai,Kolkata,18:45,21:30,2: 45,Non Stop,7412
IndiGo,28 Oct,Mumbai,Kolkata,22:40,01:15,2: 35,Non Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,06:30,09:10,2: 40,Non Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,20:05,22:55,2: 50,Non Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,17:30,22:30,5: 00,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,07:15,13:20,6: 05,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,16:05,22:30,6: 25,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,06:05,13:20,7: 15,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,09:00,17:15,8: 15,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,21:00,05:15,8: 15,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,19:55,05:15,9: 20,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,07:15,17:15,10: 00,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,09:00,19:15,10: 15,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,06:05,17:15,11: 10,1 Stop,7413
IndiGo,28 Oct,Mumbai,Kolkata,18:05,05:15,11: 10,1 Stop,7413
Air India,28 Oct,Mumbai,Kolkata,05:25,10:40,5: 15,1 Stop,7487
Air India,28 Oct,Mumbai,Kolkata,18:50,10:40,15: 50,1 Stop,7487
Air India,28 Oct,Mumbai,Kolkata,15:15,10:40,19: 25,1 Stop,7487
Air India,28 Oct,Mumbai,Kolkata,09:00,10:40,25: 40,1 Stop,7487
Go First,12 Dec,Mumbai,Chandigarh,17:05,19:25,2: 20,Non Stop,5942
IndiGo,12 Dec,Mumbai,Chandigarh,09:40,12:00,2: 20,Non Stop,5943
IndiGo,12 Dec,Mumbai,Chandigarh,16:00,18:20,2: 20,Non Stop,5943
IndiGo,12 Dec,Mumbai,Chandigarh,20:05,22:25,2: 20,Non Stop,5943
Go First,12 Dec,Mumbai,Chandigarh,08:35,11:00,2: 25,Non Stop,6258
Go First,12 Dec,Mumbai,Chandigarh,05:00,07:30,2: 30,Non Stop,6258
Vistara,12 Dec,Mumbai,Chandigarh,06:30,14:45,8: 15,1 Stop,6487
Vistara,12 Dec,Mumbai,Chandigarh,06:30,18:15,11: 45,1 Stop,6487
Vistara,12 Dec,Mumbai,Chandigarh,06:05,08:20,2: 15,Non Stop,6626
Vistara,12 Dec,Mumbai,Chandigarh,16:55,19:10,2: 15,Non Stop,6626
IndiGo,27 Sep,Mumbai,Chennai,05:35,07:30,1: 55,Non Stop,2432
IndiGo,27 Sep,Mumbai,Chennai,10:15,12:15,2: 00,Non Stop,2432
IndiGo,27 Sep,Mumbai,Chennai,00:20,02:10,1: 50,Non Stop,2821
IndiGo,27 Sep,Mumbai,Chennai,07:00,08:50,1: 50,Non Stop,2821
IndiGo,27 Sep,Mumbai,Chennai,22:15,00:05,1: 50,Non Stop,2821
IndiGo,27 Sep,Mumbai,Chennai,09:15,11:15,2: 00,Non Stop,2821
Go First,27 Sep,Mumbai,Chennai,05:45,07:40,1: 55,Non Stop,2822
SpiceJet,27 Sep,Mumbai,Chennai,19:35,21:30,1: 55,Non Stop,2990
IndiGo,27 Sep,Mumbai,Chennai,17:50,19:45,1: 55,Non Stop,3003
IndiGo,27 Sep,Mumbai,Chennai,16:45,18:45,2: 00,Non Stop,3003
IndiGo,27 Sep,Mumbai,Chennai,11:10,15:10,4: 00,1 Stop,3096
IndiGo,27 Sep,Mumbai,Chennai,07:35,12:10,4: 35,1 Stop,3096
IndiGo,27 Sep,Mumbai,Chennai,07:10,12:10,5: 00,1 Stop,3096
IndiGo,27 Sep,Mumbai,Chennai,06:05,11:25,5: 20,1 Stop,3096
IndiGo,27 Sep,Mumbai,Chennai,09:55,15:55,6: 00,1 Stop,3096
IndiGo,27 Sep,Mumbai,Chennai,08:30,15:55,7: 25,1 Stop,3096
SpiceJet,27 Sep,Bangalore,New Delhi,09:35,19:45,10: 10,1 Stop,6049
SpiceJet,27 Sep,Bangalore,New Delhi,09:35,08:20,22: 45,1 Stop,8336
SpiceJet,27 Sep,Bangalore,New Delhi,05:55,08:35,2: 40,Non Stop,8839
SpiceJet,27 Sep,Bangalore,New Delhi,17:30,20:05,2: 35,Non Stop,9259
Vistara,27 Sep,Bangalore,New Delhi,19:40,22:20,2: 40,Non Stop,9677
Vistara,27 Sep,Bangalore,New Delhi,11:30,14:20,2: 50,Non Stop,9677
Go First,27 Sep,Bangalore,New Delhi,21:00,02:00,5: 00,1 Stop,9678
Air Asia,27 Sep,Bangalore,New Delhi,09:00,14:20,5: 20,1 Stop,9678
Air Asia,27 Sep,Bangalore,New Delhi,04:35,10:55,6: 20,1 Stop,9678
Go First,27 Sep,Bangalore,New Delhi,16:30,22:50,6: 20,1 Stop,9678
Go First,27 Sep,Bangalore,New Delhi,16:30,23:40,7: 10,1 Stop,9678
Air Asia,27 Sep,Bangalore,New Delhi,12:50,20:25,7: 35,1 Stop,9678
Air Asia,27 Sep,Bangalore,New Delhi,12:15,19:55,7: 40,1 Stop,9678
Go First,27 Sep,Bangalore,New Delhi,15:35,23:15,7: 40,1 Stop,9678
Go First,27 Sep,Bangalore,New Delhi,16:30,01:10,8: 40,1 Stop,9678
Go First,27 Sep,Bangalore,New Delhi,16:30,02:00,9: 30,1 Stop,9678
IndiGo,1 Dec,Bangalore,Kolkata,12:20,17:00,4: 40,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,11:00,15:55,4: 55,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,16:25,22:05,5: 40,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,07:15,13:10,5: 55,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,22:55,05:00,6: 05,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,06:45,12:55,6: 10,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,09:25,15:55,6: 30,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,11:00,18:05,7: 05,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,09:00,16:40,7: 40,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,23:50,07:45,7: 55,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,09:25,18:05,8: 40,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,06:45,15:40,8: 55,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,07:00,15:55,8: 55,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,10:05,19:10,9: 05,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,11:35,20:45,9: 10,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,22:55,08:10,9: 15,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,11:00,20:20,9: 20,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,07:15,16:40,9: 25,1 Stop,5374
IndiGo,1 Dec,Bangalore,Kolkata,10:20,15:40,5: 20,1 Stop,5831
IndiGo,1 Dec,Bangalore,Kolkata,12:40,20:10,7: 30,1 Stop,5831
Air Asia,13 Oct,Bangalore,Mumbai,22:55,00:40,1: 45,Non Stop,2797
Air Asia,13 Oct,Bangalore,Mumbai,19:30,21:20,1: 50,Non Stop,2797
Air Asia,13 Oct,Bangalore,Mumbai,18:45,20:40,1: 55,Non Stop,2797
IndiGo,13 Oct,Bangalore,Mumbai,21:25,23:00,1: 35,Non Stop,2855
IndiGo,13 Oct,Bangalore,Mumbai,22:55,00:30,1: 35,Non Stop,2855
IndiGo,13 Oct,Bangalore,Mumbai,17:50,19:30,1: 40,Non Stop,2855
Vistara,13 Oct,Bangalore,Mumbai,06:40,08:15,1: 35,Non Stop,2865
Vistara,13 Oct,Bangalore,Mumbai,08:30,10:15,1: 45,Non Stop,2865
Air India,13 Oct,Bangalore,Mumbai,06:45,08:35,1: 50,Non Stop,2960
Air India,13 Oct,Bangalore,Mumbai,19:10,21:05,1: 55,Non Stop,2960
Air India,13 Oct,Bangalore,Mumbai,21:20,23:15,1: 55,Non Stop,2960
